ip_risk,device_unknown,time_dev,failed_attempts,malicious,velocity
45.845,false,9,3,true,41.093
7.692,false,95,2,true,24.565
84.218,true,48,2,false,82.239
49.909,false,40,3,false,20.859
42.4,false,100,3,true,19.155
3.695,false,23,3,false,27.995
33.656,true,73,2,false,6.05
66.489,false,68,3,true,38.988
98.091,true,60,3,false,38.201
87.504,true,15,2,true,96.383
98.114,false,79,2,true,60.411
28.474,true,74,2,true,98.054
37.92,false,68,2,true,17.472
3.377,false,8,2,false,37.754
86.93,false,56,2,false,4.603
71.575,true,2,3,false,32.941
71.828,true,13,3,false,32.283
65.603,false,5,2,true,35.302
60.562,false,80,1,true,29.737
13.608,true,67,1,false,9.363
61.859,true,51,3,true,8.042
70.094,false,1,3,true,7.155
70.7,true,17,2,true,69.474
59.312,true,86,2,false,72.874
8.375,false,44,1,false,85.47
97.028,true,81,3,false,95.899
10.015,true,9,3,false,77.259
95.244,true,13,2,false,64.049
11.307,true,45,3,true,82.592
15.249,true,50,2,false,51.873
45.735,false,90,2,false,54.206
29.748,true,6,3,false,97.791
1.46,false,85,1,false,7.434
60.209,false,82,2,true,75.573
30.684,false,63,3,false,51.133
81.435,false,96,2,true,25.835
23.782,false,52,2,false,34.36
55.488,true,88,3,true,34.711
23.598,true,28,3,true,65.37
39.775,true,18,1,true,65.752
70.374,false,46,1,true,4.527
93.5,true,1,2,false,41.605
78.482,false,74,3,false,20.773
41.309,false,7,3,true,71.449
68.599,true,36,1,false,88.326
59.991,true,49,2,true,79.304
20.8,false,13,1,true,86.652
24.95,false,64,2,false,25.81
34.935,false,71,3,true,18.389
61.089,true,2,1,true,69.798
25.676,true,56,1,false,52.954
76.091,true,92,1,true,12.807
93.645,true,54,3,true,35.384
2.405,false,65,3,true,87.254
20.272,true,54,2,true,29.371
79.846,false,79,1,true,16.44
50.575,false,14,2,false,4.598
29.3,false,84,1,true,67.384
66.181,true,71,3,true,33.817
9.096,true,65,2,false,56.211
91.02,false,100,3,true,47.904
65.922,true,14,3,true,40.426
23.277,true,12,3,true,54.909
94.507,false,75,3,false,42.993
53.257,false,4,1,true,69.61
95.871,false,30,2,true,66.566
66.863,false,63,3,false,33.492
3.501,false,81,2,false,39.674
65.697,true,81,2,false,43.894
78.854,true,5,2,true,58.598
62.299,false,37,3,false,79.289
50.935,true,4,2,true,93.824
62.829,false,46,2,true,87.288
63.072,false,93,1,true,83.381
3.221,true,68,2,true,23.451
20.0,false,66,2,false,8.24
68.504,true,15,2,true,42.688
22.436,true,33,2,false,49.004
39.104,true,34,1,false,25.309
34.593,true,92,1,true,99.61
10.112,true,43,3,true,9.046
44.441,true,66,1,false,29.65
92.088,false,82,1,false,42.974
21.976,true,55,2,true,64.629
24.179,true,40,1,true,34.757
35.675,true,50,2,false,46.893
24.092,true,87,2,true,34.045
85.489,false,33,3,true,70.589
41.379,false,38,3,false,69.378
69.813,false,32,3,true,89.531
89.013,true,85,2,false,23.322
67.792,true,56,1,false,90.119
91.372,true,87,3,true,32.354
58.89,true,98,3,false,99.214
70.508,false,29,3,false,84.685
17.692,false,16,2,true,66.019
75.989,true,28,2,false,68.398
16.702,true,5,3,false,93.109
51.125,false,62,2,false,67.52
99.924,false,48,3,true,27.149
52.769,true,52,1,true,21.615
73.206,true,35,1,true,48.091
37.256,true,3,2,false,66.717
98.079,false,72,2,true,74.429
89.785,false,34,2,false,14.978
35.021,false,100,3,false,11.911
26.83,false,46,3,false,41.277
56.935,true,55,1,true,82.66
53.674,false,81,2,true,48.621
58.706,true,69,1,false,61.604
82.878,true,45,2,true,66.409
94.485,false,83,3,false,97.293
63.287,false,80,2,false,33.826
9.208,true,94,1,false,48.366
63.866,false,87,1,false,18.377
73.103,true,25,2,false,17.282
13.907,false,58,3,true,12.593
79.448,false,5,3,false,62.173
3.084,false,16,2,false,13.319
14.004,false,18,1,true,94.438
92.884,false,93,1,false,26.143
79.426,false,34,3,true,98.187
7.087,true,64,2,true,59.271
51.147,true,90,1,true,49.302
77.689,false,19,2,true,15.788
48.93,true,76,3,false,49.469
49.037,false,92,2,false,98.275
30.78,true,60,2,false,66.264
30.437,false,14,2,true,43.389
37.657,true,53,1,false,10.888
67.725,false,65,3,false,90.714
57.437,false,82,3,false,33.505
16.049,true,46,1,false,21.777
78.633,true,51,3,false,24.853
41.892,false,41,3,true,97.775
89.943,false,96,3,false,23.299
22.746,false,3,2,true,97.624
75.398,false,33,2,true,98.626
60.158,false,41,3,false,92.77
92.701,false,16,2,true,58.236
43.136,false,24,3,false,35.343
16.298,true,90,3,false,13.769
60.586,true,41,2,false,16.881
17.658,false,96,2,false,23.328
17.437,true,97,2,false,58.496
2.007,true,97,1,false,41.931
86.061,false,7,3,true,11.933
42.24,true,75,3,true,4.522
83.505,false,99,2,true,19.675
90.753,true,51,1,false,35.128
55.074,true,48,1,true,1.796
77.817,false,27,2,true,61.845
34.454,false,65,1,true,44.514
30.297,false,80,1,true,91.868
20.403,true,49,2,false,15.692
86.225,true,41,1,false,89.109
47.972,true,74,3,true,32.012
92.053,true,14,1,true,71.458
69.647,true,39,3,true,24.902
15.63,false,73,2,true,50.026
83.754,true,85,2,false,6.13
95.241,true,48,1,true,45.109
73.828,false,82,2,true,12.514
47.304,true,46,3,true,2.965
74.445,false,65,2,true,11.708
11.992,false,49,2,false,32.969
8.252,true,86,2,false,78.167
77.392,true,3,1,true,41.01
7.393,false,17,1,false,30.143
75.74,false,85,1,false,54.35
75.495,true,63,3,false,8.577
91.26,false,35,1,true,36.357
79.684,true,94,2,true,8.494
91.423,false,92,2,false,83.654
39.2,false,85,2,true,96.051
71.208,false,28,3,false,47.711
86.305,false,13,1,true,21.897
56.683,true,58,3,false,71.736
96.638,false,94,2,false,32.393
69.145,false,20,2,true,20.151
7.543,true,68,3,false,12.708
84.107,true,15,2,false,28.986
48.944,false,50,3,true,92.572
66.362,false,65,2,false,62.429
59.63,true,93,2,true,67.553
55.667,true,39,1,true,56.065
86.453,false,16,1,true,25.592
21.962,false,34,1,true,91.937
57.264,true,72,3,false,58.092
69.712,true,97,3,true,18.276
38.453,true,1,1,false,85.392
94.941,true,18,3,false,77.069
91.277,true,40,2,false,38.275
4.464,false,16,1,true,42.07
45.171,true,71,2,true,56.917
87.678,true,76,2,true,62.623
4.728,true,47,1,true,68.963
24.778,false,12,1,true,89.437
18.915,false,86,3,false,91.767
14.13,false,97,3,false,15.19
37.559,true,47,3,false,43.489
79.611,true,30,3,true,78.476
26.538,false,35,1,false,18.185
12.965,false,64,2,true,55.155
90.104,false,79,2,true,82.199
98.933,false,38,2,true,51.317
70.316,true,89,1,false,49.941
52.535,true,66,1,false,74.024
11.86,true,62,2,false,18.242
16.865,true,24,3,false,40.709
82.922,false,18,2,true,80.875
34.405,true,44,1,true,44.361
76.079,true,65,2,true,20.182
63.478,true,29,1,false,6.055
74.129,false,4,3,false,88.225
6.806,true,93,2,false,21.783
13.06,true,15,2,false,22.376
72.418,true,69,1,true,50.038
81.611,false,81,3,true,53.615
49.502,false,93,2,true,63.796
91.806,false,94,3,false,57.193
43.642,true,86,2,false,82.52
81.864,true,21,2,false,75.625
63.484,true,18,1,true,53.399
17.802,true,55,3,true,51.338
45.261,true,26,2,true,65.974
33.184,false,75,2,false,5.235
24.905,true,18,2,false,40.908
40.798,true,31,3,true,50.627
37.429,true,61,3,true,67.476
70.372,false,95,2,true,33.671
77.172,true,15,3,true,87.705
27.837,false,6,1,true,17.827
89.374,true,73,3,true,92.053
32.567,false,67,1,false,42.943
2.299,true,74,3,true,70.977
53.369,true,76,3,false,95.085
86.439,false,35,2,false,73.745
12.977,false,85,3,false,17.823
99.264,false,36,1,true,78.794
5.227,false,6,3,true,24.647
7.948,true,91,3,false,29.368
34.069,false,39,1,true,65.558
43.713,true,76,2,false,42.358
92.697,false,7,2,false,17.851
41.808,false,18,2,true,60.047
7.085,true,94,2,true,91.537
73.418,true,18,1,true,61.99
68.041,false,85,2,true,97.604
13.361,false,74,1,true,34.084
27.235,false,37,2,true,68.796
54.904,false,99,2,false,65.457
78.261,true,1,1,false,83.997
26.743,false,49,1,false,39.53
25.265,false,14,3,true,68.022
35.087,false,81,2,true,2.133
82.107,false,28,1,true,97.016
23.414,false,50,1,false,30.464
31.472,true,2,1,true,73.468
69.028,false,29,1,true,60.214
57.73,true,31,2,false,45.906
16.368,true,73,2,true,27.248
51.66,false,84,3,true,32.297
73.664,true,49,2,false,67.049
88.882,false,9,2,false,10.188
17.433,false,63,3,false,21.277
95.711,true,70,1,false,54.599
50.129,false,40,3,false,65.289
71.232,false,28,3,true,86.336
87.644,true,68,3,true,41.807
93.446,false,39,3,false,25.7
50.836,false,29,3,false,80.909
50.121,false,55,1,true,71.173
54.646,true,94,1,false,54.708
95.576,false,3,1,true,13.034
49.479,false,98,3,false,3.551
76.639,true,1,1,false,31.003
63.952,false,92,3,true,25.019
51.421,false,4,1,false,92.689
11.09,true,66,1,false,63.481
72.182,false,10,3,false,71.433
47.13,false,94,1,false,91.791
72.455,true,97,1,false,60.542
42.088,false,58,1,true,47.98
74.695,true,63,3,false,76.718
7.306,true,35,3,false,20.733
77.67,false,78,1,true,81.253
68.554,false,79,1,true,62.343
88.664,false,40,2,true,79.6
21.275,false,31,1,true,72.936
39.263,true,66,3,false,42.055
56.597,true,98,1,false,63.448
64.254,true,88,3,true,9.783
17.025,false,100,2,true,16.276
28.237,true,2,2,false,60.219
45.896,true,56,3,true,75.383
51.084,false,59,2,true,11.359
3.987,true,44,1,true,4.883
36.978,true,100,1,false,16.515
21.752,false,45,1,false,16.671
64.941,false,89,2,false,61.864
21.11,false,29,1,true,29.279
71.104,true,99,3,true,54.631
35.177,false,18,2,true,80.578
75.676,false,55,3,true,55.586
53.348,true,26,3,true,13.34
28.331,true,15,2,true,91.954
83.332,true,27,2,false,13.593
5.587,true,53,2,true,20.906
51.87,false,35,1,true,46.693
48.648,true,32,2,true,55.285
26.302,false,66,1,true,39.223
87.639,true,67,3,true,98.34
37.794,false,75,2,false,57.61
94.528,false,1,3,false,51.955
92.367,true,43,2,true,37.685
62.989,false,8,1,true,80.35
64.048,false,81,2,false,97.45
41.991,false,60,3,false,14.631
22.937,true,18,2,false,89.087
46.689,false,27,2,true,75.936
66.469,true,25,1,false,45.417
12.509,true,30,3,false,43.465
62.58,true,20,2,false,64.675
83.513,true,53,2,true,92.293
93.938,true,61,2,false,66.501
57.949,true,56,2,false,50.728
18.218,true,7,3,false,16.818
60.424,true,12,2,false,10.97
10.34,false,14,2,true,94.611
55.356,false,11,3,true,82.293
79.492,true,83,2,true,17.898
46.62,false,53,2,true,51.743
99.705,false,77,2,false,72.042
49.959,true,4,3,true,66.19
70.337,true,8,1,true,23.12
20.42,true,90,1,false,56.374
52.982,true,29,1,true,78.247
69.678,true,11,3,false,41.213
13.27,true,29,2,false,48.569
11.12,true,97,1,false,18.843
16.981,true,63,2,true,88.797
11.0,true,2,2,false,66.436
20.596,true,16,2,false,17.9
62.994,false,24,3,false,63.139
1.295,true,16,1,true,63.612
79.202,true,35,2,false,8.33
19.681,true,45,1,true,85.032
55.727,false,69,1,false,16.642
24.899,false,58,2,false,13.522
87.557,false,5,1,false,90.948
73.325,false,44,3,false,69.785
45.615,true,89,2,false,51.52
48.877,true,88,3,false,9.855
16.136,true,60,1,false,12.092
68.78,true,61,1,true,12.882
2.666,true,44,3,false,55.829
85.992,true,80,3,true,79.432
47.335,false,38,3,true,11.587
9.052,true,32,1,true,61.943
78.285,true,42,3,false,69.477
27.245,false,37,2,false,79.093
35.027,true,56,1,true,91.978
13.905,true,14,3,false,90.594
49.244,false,81,3,true,89.161
75.673,true,34,1,false,63.009
76.385,true,83,2,true,54.479
41.114,true,57,3,false,19.417
78.781,false,86,1,false,72.426
81.534,false,46,2,true,3.041
1.189,true,48,3,false,16.197
60.89,true,94,3,false,92.133
40.809,true,81,2,false,61.819
58.519,true,61,2,false,17.58
59.785,false,83,2,true,58.084
67.395,true,60,2,true,32.906
73.989,true,41,1,false,72.245
51.803,false,76,1,false,18.847
78.487,false,4,2,false,6.791
31.904,false,64,3,false,84.34
20.081,true,86,3,false,14.866
49.437,true,43,1,false,54.197
79.525,false,67,2,true,76.771
67.521,true,26,2,true,4.31
85.735,false,11,2,false,13.242
93.418,true,54,1,true,62.495
90.578,true,41,1,true,71.281
13.874,true,30,3,false,88.852
70.294,false,33,2,true,6.367
13.002,true,96,2,false,93.652
93.731,false,10,1,true,46.872
83.429,true,62,3,true,5.035
33.703,true,76,3,false,11.674
65.23,true,6,1,true,78.928
11.709,true,1,2,false,65.075
6.438,false,22,2,true,84.903
71.557,true,48,1,true,13.734
52.806,false,8,2,true,88.499
77.605,true,89,1,false,43.208
1.989,true,53,2,true,29.096
72.169,true,59,1,false,63.973
99.704,true,37,3,false,30.232
61.612,false,91,2,true,68.538
28.535,true,75,3,false,57.54
74.304,false,66,2,true,19.558
44.159,false,15,3,false,64.788
14.543,true,24,1,true,31.304
59.701,true,49,3,false,65.39
90.352,false,22,3,false,60.301
88.509,true,27,1,true,62.684
82.844,true,63,2,true,20.301
90.821,false,44,2,false,84.372
15.322,true,47,1,false,53.272
85.48,false,11,2,false,89.656
36.463,true,33,2,false,43.902
35.485,false,73,2,true,30.812
29.237,true,45,2,false,42.349
37.793,false,66,1,true,6.266
96.054,true,53,3,false,80.155
81.478,true,15,3,false,78.949
86.957,true,39,2,false,89.503
11.087,true,98,3,false,54.613
93.277,true,53,2,true,15.623
94.223,false,58,1,false,38.193
19.914,false,80,3,false,86.548
61.086,true,84,3,true,3.315
6.403,false,79,3,true,73.372
51.484,true,100,2,true,36.442
80.576,true,76,2,false,27.732
79.296,false,52,3,true,55.313
38.538,false,32,2,true,87.031
30.798,false,9,2,false,57.737
31.221,true,21,3,false,24.04
48.08,false,76,2,true,76.573
44.719,true,44,1,true,38.042
67.378,true,74,1,false,19.062
80.71,true,80,3,true,53.364
47.687,false,59,1,false,12.847
50.737,true,36,2,false,77.91
45.821,true,100,1,false,44.054
66.664,false,26,1,true,74.761
72.423,true,70,3,true,87.941
10.785,true,63,3,true,99.989
10.679,false,52,1,true,70.037
46.655,false,70,2,true,85.437
14.027,true,48,3,true,44.776
49.023,false,31,3,false,91.926
18.881,false,57,3,true,46.62
14.901,false,11,3,false,88.797
88.929,false,69,3,false,92.004
96.359,false,16,2,false,63.495
79.059,false,12,3,false,52.206
3.78,true,8,3,false,5.682
28.544,true,26,2,false,79.651
54.696,false,65,2,false,16.888
58.357,false,77,1,true,7.0
63.323,false,29,2,true,28.192
89.888,false,80,1,false,83.142
37.665,false,82,1,false,62.741
36.942,true,11,2,false,87.548
45.128,false,58,1,true,45.499
74.095,true,9,2,false,65.896
12.163,false,47,3,true,23.87
95.736,true,62,1,false,22.535
60.302,false,71,3,true,32.817
85.745,false,36,1,true,35.031
65.299,true,32,2,false,12.656
95.3,true,66,2,true,68.903
29.464,false,20,1,true,37.272
92.401,true,19,3,false,34.342
30.696,true,73,1,false,77.197
94.918,true,18,1,false,31.842
96.776,true,98,1,true,45.232
82.989,true,95,1,true,9.884
20.657,true,1,1,true,45.474
41.502,true,73,3,true,31.052
93.715,true,64,3,false,27.624
99.886,true,73,1,false,2.979
80.741,true,79,2,false,98.662
2.356,true,64,1,true,33.534
99.045,false,48,2,true,57.266
1.651,false,49,1,true,20.641
40.978,false,28,1,false,97.007
57.778,false,59,1,true,12.501
89.837,false,18,2,true,14.817
10.388,false,55,2,true,61.154
40.015,true,7,2,true,94.207
18.193,false,10,1,false,78.952
22.962,true,21,1,false,26.46
79.512,true,70,1,true,37.78
8.678,true,41,1,true,17.994
36.248,false,12,2,true,55.995
36.783,false,45,2,false,67.444
15.31,true,16,1,false,48.305
77.104,false,93,2,true,3.842
22.752,false,85,3,true,70.202
19.882,true,90,1,true,37.716
34.415,true,29,1,false,21.924
14.709,true,39,1,false,90.323
82.964,true,22,1,true,18.903
23.445,true,1,2,true,74.008
94.869,false,65,2,true,7.857
55.133,true,1,1,false,58.864
74.757,true,79,3,false,44.526
96.511,false,63,3,false,50.744
61.451,false,27,2,true,70.142
86.779,false,52,1,true,39.716
22.841,false,42,2,false,11.309
74.307,false,26,2,false,81.613
27.862,false,58,2,true,26.56
91.886,true,66,3,false,72.392
26.937,true,36,1,false,51.314
25.903,true,72,1,false,49.774
13.835,false,59,2,true,54.13
76.183,true,4,2,true,81.956
30.129,false,43,2,true,69.528
92.391,false,22,3,false,13.834
33.5,false,19,3,false,2.875
90.911,false,81,3,true,34.344
69.252,true,57,2,false,46.484
59.845,true,5,2,false,5.434
86.695,false,11,2,true,30.529
57.0,false,99,1,true,88.282
77.604,false,20,2,true,14.012
63.271,true,71,3,true,70.151
19.241,false,12,3,false,69.326
46.981,true,79,3,true,7.395
57.892,true,27,1,false,71.707
47.482,true,95,2,true,97.162
54.77,true,99,3,true,96.888
32.671,false,56,1,false,26.699
35.94,true,30,3,true,26.933
32.488,false,47,2,true,96.691
67.668,true,88,2,false,59.051
8.946,true,17,3,false,96.889
34.793,false,82,2,false,87.558
6.701,true,87,3,true,2.373
6.158,true,49,3,true,18.064
41.617,false,21,3,false,49.905
56.839,true,3,1,true,5.363
11.459,true,53,1,false,57.007
19.055,false,97,3,true,77.819
39.594,false,72,1,true,92.192
2.583,true,38,2,true,72.848
9.56,false,86,1,true,99.03
80.041,true,38,2,false,19.889
12.386,false,23,2,true,26.818
55.092,false,27,2,true,97.801
90.826,true,28,1,false,72.744
84.954,true,19,1,true,74.507
58.503,false,30,1,false,96.613
40.655,false,89,2,false,24.873
22.324,true,28,2,false,57.146
4.826,true,77,1,false,7.201
72.819,false,30,3,true,81.499
28.395,false,57,3,false,26.129
31.388,false,80,1,false,70.333
46.265,false,44,1,false,25.671
26.418,true,88,2,true,29.538
86.622,true,76,1,true,43.97
64.543,true,31,2,true,18.048
